90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia matowa;100 szt;12;9;0.28;0.214375;0.15249375;15,249375;3;45,748;56,27;30,499
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia błyszcząca;1000 szt;12;84;0.28;0.214375;0.1423275;142,3275;1,55;220,608;271,347;78,28
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia błyszcząca;500 szt;12;43;0.28;0.214375;0.14571625;72,858125;1,7;123,859;152,346;51,001
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia błyszcząca;250 szt;12;22;0.28;0.214375;0.149105;37,27625;2;74,553;91,7;37,277
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia błyszcząca;100 szt;12;9;0.28;0.214375;0.15249375;15,249375;3;45,748;56,27;30,499
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Brak folii;1000 szt;12;84;0.28;0.214375;0.1255275;125,5275;1,55;194,568;239,318;69,04
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Brak folii;500 szt;12;43;0.28;0.214375;0.12851625;64,258125;1,7;109,239;134,364;44,981
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Brak folii;250 szt;12;22;0.28;0.214375;0.131505;32,87625;2;65,753;80,876;32,877
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Brak folii;100 szt;12;9;0.28;0.214375;0.13449375;13,449375;3;40,348;49,628;26,899
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia Soft touch;1000 szt;12;84;0.18;0.214375;0.1507275;150,7275;1,55;233,628;287,362;82,9
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia Soft touch;500 szt;12;43;0.18;0.214375;0.15431625;77,158125;1,7;131,169;161,338;54,011
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia Soft touch;250 szt;12;22;0.18;0.214375;0.157905;39,47625;2;78,953;97,112;39,477
