90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Brak folii;500 szt;12;43;0.18;0.214375;0.11991625;59,958125;1,7;101,929;125,372;41,971
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Brak folii;250 szt;12;22;0.18;0.214375;0.122705;30,67625;2;61,353;75,464;30,677
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Brak folii;100 szt;12;9;0.18;0.214375;0.12549375;12,549375;3;37,648;46,307;25,099
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia Soft touch;100 szt;12;9;0.18;0.214375;0.16149375;16,149375;3;48,448;59,591;32,299
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia matowa;1000 szt;12;84;0.18;0.214375;0.1339275;133,9275;1,55;207,588;255,333;73,66
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia matowa;500 szt;12;43;0.18;0.214375;0.13711625;68,558125;1,7;116,549;143,355;47,991
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia matowa;250 szt;12;22;0.18;0.214375;0.140305;35,07625;2;70,153;86,288;35,077
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia matowa;100 szt;12;9;0.18;0.214375;0.14349375;14,349375;3;43,048;52,949;28,699
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia błyszcząca;1000 szt;12;84;0.18;0.214375;0.1339275;133,9275;1,55;207,588;255,333;73,66
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia błyszcząca;500 szt;12;43;0.18;0.214375;0.13711625;68,558125;1,7;116,549;143,355;47,991
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia błyszcząca;250 szt;12;22;0.18;0.214375;0.140305;35,07625;2;70,153;86,288;35,077
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Jednostronna folia błyszcząca;100 szt;12;9;0.18;0.214375;0.14349375;14,349375;3;43,048;52,949;28,699
90x50mm-180x50mm;Kreda 350g;Jednostronnie kolorowy;Brak folii;1000 szt;12;84;0.18;0.214375;0.1171275;117,1275;1,55;181,548;223,304;64,42
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia Soft touch;1000 szt;12;84;0.28;0.214375;0.1591275;159,1275;1,55;246,648;303,377;87,52
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia Soft touch;500 szt;12;43;0.28;0.214375;0.16291625;81,458125;1,7;138,479;170,329;57,021
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia Soft touch;250 szt;12;22;0.28;0.214375;0.166705;41,67625;2;83,353;102,524;41,677
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia Soft touch;100 szt;12;9;0.28;0.214375;0.17049375;17,049375;3;51,148;62,912;34,099
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia matowa;1000 szt;12;84;0.28;0.214375;0.1423275;142,3275;1,55;220,608;271,347;78,28
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia matowa;500 szt;12;43;0.28;0.214375;0.14571625;72,858125;1,7;123,859;152,346;51,001
90x50mm-180x50mm;Kreda 350g;Dwustronnie kolorowy;Jednostronna folia matowa;250 szt;12;22;0.28;0.214375;0.149105;37,27625;2;74,553;91,7;37,277
